Arquivo,Chave,CNPJEmitente,DataEmissao,Valor,Status
33260205817741000183550010000453441000788501-nfe.xml,33260205817741000183550010000453441000788501,05817741000183,2026-02-03T15:25:08-03:00,461.00,Ativa
33260205817741000183550010000453451000788517-nfe.xml,33260205817741000183550010000453451000788517,05817741000183,2026-02-03T17:41:27-03:00,7509.00,Ativa
33260205817741000183550010000453461000788522-nfe.xml,33260205817741000183550010000453461000788522,05817741000183,2026-02-04T08:53:45-03:00,4000.00,Ativa
33260205817741000183550010000453471000788538-nfe.xml,33260205817741000183550010000453471000788538,05817741000183,2026-02-04T09:07:23-03:00,1422.00,Ativa
33260205817741000183550010000453481000788543-nfe.xml,33260205817741000183550010000453481000788543,05817741000183,2026-02-04T09:15:58-03:00,734.00,Ativa
33260205817741000183550010000453491000788559-nfe.xml,33260205817741000183550010000453491000788559,05817741000183,2026-02-04T09:21:56-03:00,828.00,Ativa
33260205817741000183550010000453501000788568-nfe.xml,33260205817741000183550010000453501000788568,05817741000183,2026-02-04T09:24:39-03:00,388.00,Ativa
33260205817741000183550010000453511000788573-nfe.xml,33260205817741000183550010000453511000788573,05817741000183,2026-02-04T09:43:55-03:00,460.00,Ativa
33260205817741000183550010000453521000788589-nfe.xml,33260205817741000183550010000453521000788589,05817741000183,2026-02-04T10:25:16-03:00,663.00,Ativa
33260205817741000183550010000453531000788616-nfe.xml,33260205817741000183550010000453531000788616,05817741000183,2026-02-04T15:28:48-03:00,321.00,Ativa
33260205817741000183550010000453541000788621-nfe.xml,33260205817741000183550010000453541000788621,05817741000183,2026-02-04T16:30:56-03:00,340.00,Ativa
33260205817741000183550010000453551000788637-nfe.xml,33260205817741000183550010000453551000788637,05817741000183,2026-02-05T10:08:41-03:00,3804.00,Ativa
33260205817741000183550010000453561000788669-nfe.xml,33260205817741000183550010000453561000788669,05817741000183,2026-02-05T10:50:36-03:00,2016.00,Ativa
33260205817741000183550010000453571000788674-nfe.xml,33260205817741000183550010000453571000788674,05817741000183,2026-02-05T10:53:27-03:00,391.00,Ativa
33260205817741000183550010000453581000788698-nfe.xml,33260205817741000183550010000453581000788698,05817741000183,2026-02-05T10:58:13-03:00,250.00,Ativa
33260205817741000183550010000453591000788687-nfe.xml,33260205817741000183550010000453591000788687,05817741000183,2026-02-05T11:00:31-03:00,1195.29,Ativa
33260205817741000183550010000453601000788700-can.xml,33260205817741000183550010000453601000788700,05817741000183,,,Cancelada
33260205817741000183550010000453601000788700-nfe.xml,33260205817741000183550010000453601000788700,05817741000183,2026-02-05T11:06:26-03:00,803.00,Ativa
33260205817741000183550010000453611000788715-nfe.xml,33260205817741000183550010000453611000788715,05817741000183,2026-02-05T11:22:49-03:00,863.00,Ativa
33260205817741000183550010000453621000788720-can.xml,33260205817741000183550010000453621000788720,05817741000183,,,Cancelada
33260205817741000183550010000453621000788720-nfe.xml,33260205817741000183550010000453621000788720,05817741000183,2026-02-05T11:42:48-03:00,499.28,Ativa
33260205817741000183550010000453631000788736-nfe.xml,33260205817741000183550010000453631000788736,05817741000183,2026-02-05T12:11:55-03:00,186.00,Ativa
33260205817741000183550010000453641000788741-nfe.xml,33260205817741000183550010000453641000788741,05817741000183,2026-02-05T12:55:24-03:00,291.00,Ativa
33260205817741000183550010000453651000788757-nfe.xml,33260205817741000183550010000453651000788757,05817741000183,2026-02-05T13:09:35-03:00,120.00,Ativa
33260205817741000183550010000453661000788762-nfe.xml,33260205817741000183550010000453661000788762,05817741000183,2026-02-05T14:08:20-03:00,570.00,Ativa
33260205817741000183550010000453671000788778-nfe.xml,33260205817741000183550010000453671000788778,05817741000183,2026-02-05T14:14:10-03:00,3786.00,Ativa
33260205817741000183550010000453681000788805-nfe.xml,33260205817741000183550010000453681000788805,05817741000183,2026-02-05T14:48:44-03:00,410.00,Ativa
33260205817741000183550010000453691000788810-nfe.xml,33260205817741000183550010000453691000788810,05817741000183,2026-02-05T15:00:57-03:00,22.00,Ativa
33260205817741000183550010000453701000788846-nfe.xml,33260205817741000183550010000453701000788846,05817741000183,2026-02-05T16:28:15-03:00,584.28,Ativa
33260205817741000183550010000453711000788851-nfe.xml,33260205817741000183550010000453711000788851,05817741000183,2026-02-05T16:52:40-03:00,4284.00,Ativa
33260205817741000183550010000453721000788867-can.xml,33260205817741000183550010000453721000788867,05817741000183,,,Cancelada
33260205817741000183550010000453721000788867-nfe.xml,33260205817741000183550010000453721000788867,05817741000183,2026-02-05T17:06:59-03:00,933.00,Ativa
33260205817741000183550010000453731000788872-nfe.xml,33260205817741000183550010000453731000788872,05817741000183,2026-02-05T17:20:51-03:00,825.00,Ativa
33260205817741000183550010000453741000788888-nfe.xml,33260205817741000183550010000453741000788888,05817741000183,2026-02-06T09:22:14-03:00,334.94,Ativa
33260205817741000183550010000453751000788907-can.xml,33260205817741000183550010000453751000788907,05817741000183,,,Cancelada
33260205817741000183550010000453751000788907-nfe.xml,33260205817741000183550010000453751000788907,05817741000183,2026-02-06T10:58:49-03:00,582.00,Ativa
33260205817741000183550010000453761000788912-nfe.xml,33260205817741000183550010000453761000788912,05817741000183,2026-02-06T11:09:42-03:00,602.00,Ativa
33260205817741000183550010000453771000788928-nfe.xml,33260205817741000183550010000453771000788928,05817741000183,2026-02-06T11:23:54-03:00,1556.00,Ativa
33260205817741000183550010000453791000788949-nfe.xml,33260205817741000183550010000453791000788949,05817741000183,2026-02-06T14:02:01-03:00,107.00,Ativa
33260205817741000183550010000453801000788966-nfe.xml,33260205817741000183550010000453801000788966,05817741000183,2026-02-06T14:35:06-03:00,131.00,Ativa
33260205817741000183550010000453811000788998-nfe.xml,33260205817741000183550010000453811000788998,05817741000183,2026-02-06T14:49:44-03:00,1100.00,Ativa
33260205817741000183550010000453821000789002-nfe.xml,33260205817741000183550010000453821000789002,05817741000183,2026-02-06T15:00:10-03:00,12957.94,Ativa
33260205817741000183550010000453831000789018-nfe.xml,33260205817741000183550010000453831000789018,05817741000183,2026-02-06T15:18:41-03:00,363.00,Ativa
33260205817741000183550010000453841000789058-nfe.xml,33260205817741000183550010000453841000789058,05817741000183,2026-02-06T17:04:08-03:00,350.00,Ativa
33260205817741000183550010000453851000789063-nfe.xml,33260205817741000183550010000453851000789063,05817741000183,2026-02-09T09:23:55-03:00,2190.00,Ativa
33260205817741000183550010000453861000789079-nfe.xml,33260205817741000183550010000453861000789079,05817741000183,2026-02-09T09:45:36-03:00,730.00,Ativa
33260205817741000183550010000453871000789084-nfe.xml,33260205817741000183550010000453871000789084,05817741000183,2026-02-09T09:48:04-03:00,420.00,Ativa
33260205817741000183550010000453881000789090-nfe.xml,33260205817741000183550010000453881000789090,05817741000183,2026-02-09T10:17:42-03:00,139.00,Ativa
33260205817741000183550010000453891000789100-nfe.xml,33260205817741000183550010000453891000789100,05817741000183,2026-02-09T10:48:53-03:00,502.00,Ativa
33260205817741000183550010000453901000789110-nfe.xml,33260205817741000183550010000453901000789110,05817741000183,2026-02-09T11:00:42-03:00,191.00,Ativa
33260205817741000183550010000453911000789125-nfe.xml,33260205817741000183550010000453911000789125,05817741000183,2026-02-10T08:39:28-03:00,296.00,Ativa
33260205817741000183550010000453921000789130-nfe.xml,33260205817741000183550010000453921000789130,05817741000183,2026-02-10T08:57:53-03:00,42.00,Ativa
33260205817741000183550010000453931000789146-nfe.xml,33260205817741000183550010000453931000789146,05817741000183,2026-02-10T09:40:44-03:00,4684.00,Ativa
33260205817741000183550010000453941000789151-nfe.xml,33260205817741000183550010000453941000789151,05817741000183,2026-02-10T09:48:33-03:00,810.00,Ativa
33260205817741000183550010000453951000789167-nfe.xml,33260205817741000183550010000453951000789167,05817741000183,2026-02-10T10:04:24-03:00,35.00,Ativa
33260205817741000183550010000453961000789172-nfe.xml,33260205817741000183550010000453961000789172,05817741000183,2026-02-10T10:31:25-03:00,78.00,Ativa
33260205817741000183550010000453971000789188-nfe.xml,33260205817741000183550010000453971000789188,05817741000183,2026-02-10T11:03:15-03:00,2805.00,Ativa
33260205817741000183550010000453981000789193-nfe.xml,33260205817741000183550010000453981000789193,05817741000183,2026-02-10T11:10:02-03:00,391.00,Ativa
33260205817741000183550010000453991000789204-nfe.xml,33260205817741000183550010000453991000789204,05817741000183,2026-02-10T11:42:38-03:00,88.00,Ativa
33260205817741000183550010000454001000789215-nfe.xml,33260205817741000183550010000454001000789215,05817741000183,2026-02-10T13:22:22-03:00,390.00,Ativa
33260205817741000183550010000454011000789220-nfe.xml,33260205817741000183550010000454011000789220,05817741000183,2026-02-10T13:45:43-03:00,108.00,Ativa
33260205817741000183550010000454021000789236-nfe.xml,33260205817741000183550010000454021000789236,05817741000183,2026-02-10T14:44:26-03:00,1320.00,Ativa
33260205817741000183550010000454031000789250-nfe.xml,33260205817741000183550010000454031000789250,05817741000183,2026-02-10T15:12:30-03:00,1349.00,Ativa
33260205817741000183550010000454041000789265-nfe.xml,33260205817741000183550010000454041000789265,05817741000183,2026-02-10T15:48:40-03:00,151.00,Ativa
33260205817741000183550010000454051000789270-nfe.xml,33260205817741000183550010000454051000789270,05817741000183,2026-02-10T16:52:53-03:00,73.00,Ativa
33260205817741000183550010000454061000789286-nfe.xml,33260205817741000183550010000454061000789286,05817741000183,2026-02-10T17:35:51-03:00,1060.00,Ativa
33260205817741000183550010000454071000789291-nfe.xml,33260205817741000183550010000454071000789291,05817741000183,2026-02-11T08:08:11-03:00,330.00,Ativa
33260205817741000183550010000454081000789302-nfe.xml,33260205817741000183550010000454081000789302,05817741000183,2026-02-11T09:00:58-03:00,81.00,Ativa
33260205817741000183550010000454091000789334-nfe.xml,33260205817741000183550010000454091000789334,05817741000183,2026-02-11T09:21:47-03:00,525.00,Ativa
33260205817741000183550010000454101000789327-nfe.xml,33260205817741000183550010000454101000789327,05817741000183,2026-02-11T09:34:53-03:00,71146.00,Ativa
33260205817741000183550010000454111000789359-nfe.xml,33260205817741000183550010000454111000789359,05817741000183,2026-02-11T10:25:49-03:00,145.62,Ativa
33260205817741000183550010000454121000789372-nfe.xml,33260205817741000183550010000454121000789372,05817741000183,2026-02-11T12:21:43-03:00,189.00,Ativa
33260205817741000183550010000454131000789388-nfe.xml,33260205817741000183550010000454131000789388,05817741000183,2026-02-11T14:33:11-03:00,116.00,Ativa
33260205817741000183550010000454141000789393-can.xml,33260205817741000183550010000454141000789393,05817741000183,,,Cancelada
33260205817741000183550010000454141000789393-nfe.xml,33260205817741000183550010000454141000789393,05817741000183,2026-02-11T14:44:37-03:00,1648.00,Ativa
33260205817741000183550010000454151000789412-nfe.xml,33260205817741000183550010000454151000789412,05817741000183,2026-02-11T14:56:35-03:00,512.00,Ativa
33260205817741000183550010000454161000789401-nfe.xml,33260205817741000183550010000454161000789401,05817741000183,2026-02-11T14:56:46-03:00,139.00,Ativa
33260205817741000183550010000454171000789425-nfe.xml,33260205817741000183550010000454171000789425,05817741000183,2026-02-11T15:23:13-03:00,376.00,Ativa
33260205817741000183550010000454181000789430-nfe.xml,33260205817741000183550010000454181000789430,05817741000183,2026-02-11T16:18:59-03:00,102173.00,Ativa
33260205817741000183550010000454191000789446-nfe.xml,33260205817741000183550010000454191000789446,05817741000183,2026-02-11T16:21:12-03:00,1093.00,Ativa
33260205817741000183550010000454201000789455-nfe.xml,33260205817741000183550010000454201000789455,05817741000183,2026-02-12T10:28:54-03:00,84.00,Ativa
33260205817741000183550010000454211000789460-nfe.xml,33260205817741000183550010000454211000789460,05817741000183,2026-02-12T10:59:34-03:00,316.00,Ativa
33260205817741000183550010000454221000789476-nfe.xml,33260205817741000183550010000454221000789476,05817741000183,2026-02-12T11:02:46-03:00,411.00,Ativa
33260205817741000183550010000454231000789481-nfe.xml,33260205817741000183550010000454231000789481,05817741000183,2026-02-12T12:32:08-03:00,824.00,Ativa
33260205817741000183550010000454251000789508-nfe.xml,33260205817741000183550010000454251000789508,05817741000183,2026-02-12T15:22:43-03:00,9650.00,Ativa
33260205817741000183550010000454261000789513-nfe.xml,33260205817741000183550010000454261000789513,05817741000183,2026-02-12T16:27:11-03:00,4206.00,Ativa
33260205817741000183550010000454271000789537-nfe.xml,33260205817741000183550010000454271000789537,05817741000183,2026-02-12T17:45:39-03:00,86.44,Ativa
33260205817741000183550010000454281000789542-nfe.xml,33260205817741000183550010000454281000789542,05817741000183,2026-02-13T08:15:12-03:00,272.00,Ativa
33260205817741000183550010000454291000789558-nfe.xml,33260205817741000183550010000454291000789558,05817741000183,2026-02-13T10:55:34-03:00,4284.00,Ativa
33260205817741000183550010000454301000789567-nfe.xml,33260205817741000183550010000454301000789567,05817741000183,2026-02-13T11:01:15-03:00,209.00,Ativa
33260205817741000183550010000454311000789572-nfe.xml,33260205817741000183550010000454311000789572,05817741000183,2026-02-13T11:05:05-03:00,640.00,Ativa
33260205817741000183550010000454321000789588-can.xml,33260205817741000183550010000454321000789588,05817741000183,,,Cancelada
33260205817741000183550010000454321000789588-nfe.xml,33260205817741000183550010000454321000789588,05817741000183,2026-02-13T11:20:19-03:00,210.00,Ativa
33260205817741000183550010000454331000789593-can.xml,33260205817741000183550010000454331000789593,05817741000183,,,Cancelada
33260205817741000183550010000454331000789593-nfe.xml,33260205817741000183550010000454331000789593,05817741000183,2026-02-13T11:30:21-03:00,250.00,Ativa
33260205817741000183550010000454341000789604-nfe.xml,33260205817741000183550010000454341000789604,05817741000183,2026-02-13T11:56:11-03:00,900.00,Ativa
33260205817741000183550010000454351000789610-nfe.xml,33260205817741000183550010000454351000789610,05817741000183,2026-02-13T12:07:57-03:00,860.00,Ativa
33260205817741000183550010000454361000789625-nfe.xml,33260205817741000183550010000454361000789625,05817741000183,2026-02-13T14:13:22-03:00,448.00,Ativa
33260205817741000183550010000454371000789630-nfe.xml,33260205817741000183550010000454371000789630,05817741000183,2026-02-13T14:26:09-03:00,1465.00,Ativa
33260205817741000183550010000454381000789646-nfe.xml,33260205817741000183550010000454381000789646,05817741000183,2026-02-13T16:15:29-03:00,4490.00,Ativa
33260205817741000183550010000454391000789651-nfe.xml,33260205817741000183550010000454391000789651,05817741000183,2026-02-13T16:32:40-03:00,180.00,Ativa
33260205817741000183550010000454401000789679-nfe.xml,33260205817741000183550010000454401000789679,05817741000183,2026-02-13T17:24:40-03:00,248.00,Ativa
33260205817741000183550010000454411000789692-nfe.xml,33260205817741000183550010000454411000789692,05817741000183,2026-02-19T09:14:24-03:00,100.00,Ativa
33260205817741000183550010000454421000789703-nfe.xml,33260205817741000183550010000454421000789703,05817741000183,2026-02-19T09:45:26-03:00,576.00,Ativa
33260205817741000183550010000454431000789719-nfe.xml,33260205817741000183550010000454431000789719,05817741000183,2026-02-19T11:12:54-03:00,30.00,Ativa
33260205817741000183550010000454441000789724-can.xml,33260205817741000183550010000454441000789724,05817741000183,,,Cancelada
33260205817741000183550010000454441000789724-nfe.xml,33260205817741000183550010000454441000789724,05817741000183,2026-02-19T11:19:36-03:00,110.00,Ativa
33260205817741000183550010000454451000789730-nfe.xml,33260205817741000183550010000454451000789730,05817741000183,2026-02-19T11:51:40-03:00,130.00,Ativa
33260205817741000183550010000454461000789745-nfe.xml,33260205817741000183550010000454461000789745,05817741000183,2026-02-19T13:37:24-03:00,232.00,Ativa
33260205817741000183550010000454471000789750-nfe.xml,33260205817741000183550010000454471000789750,05817741000183,2026-02-19T15:51:49-03:00,1159.00,Ativa
33260205817741000183550010000454481000789766-nfe.xml,33260205817741000183550010000454481000789766,05817741000183,2026-02-19T16:45:51-03:00,4084.00,Ativa
33260205817741000183550010000454491000789771-nfe.xml,33260205817741000183550010000454491000789771,05817741000183,2026-02-19T17:24:38-03:00,250.00,Ativa
33260205817741000183550010000454501000789780-nfe.xml,33260205817741000183550010000454501000789780,05817741000183,2026-02-20T08:09:45-03:00,579.00,Ativa
33260205817741000183550010000454511000789800-nfe.xml,33260205817741000183550010000454511000789800,05817741000183,2026-02-20T09:15:31-03:00,799.00,Ativa
33260205817741000183550010000454521000789815-nfe.xml,33260205817741000183550010000454521000789815,05817741000183,2026-02-20T09:42:11-03:00,1800.00,Ativa
33260205817741000183550010000454531000789839-nfe.xml,33260205817741000183550010000454531000789839,05817741000183,2026-02-20T10:52:08-03:00,3712.00,Ativa
33260205817741000183550010000454541000789844-nfe.xml,33260205817741000183550010000454541000789844,05817741000183,2026-02-20T11:02:13-03:00,2805.00,Ativa
33260205817741000183550010000454551000789850-nfe.xml,33260205817741000183550010000454551000789850,05817741000183,2026-02-20T11:22:34-03:00,1100.00,Ativa
33260205817741000183550010000454561000789865-nfe.xml,33260205817741000183550010000454561000789865,05817741000183,2026-02-20T11:53:18-03:00,152.00,Ativa
33260205817741000183550010000454571000789870-nfe.xml,33260205817741000183550010000454571000789870,05817741000183,2026-02-20T14:15:28-03:00,144.00,Ativa
33260205817741000183550010000454581000789886-nfe.xml,33260205817741000183550010000454581000789886,05817741000183,2026-02-20T14:31:14-03:00,848.00,Ativa
33260205817741000183550010000454591000789891-nfe.xml,33260205817741000183550010000454591000789891,05817741000183,2026-02-20T14:34:27-03:00,1570.00,Ativa
33260205817741000183550010000454601000789906-nfe.xml,33260205817741000183550010000454601000789906,05817741000183,2026-02-20T14:51:38-03:00,2082.00,Ativa
33260205817741000183550010000454611000789911-can.xml,33260205817741000183550010000454611000789911,05817741000183,,,Cancelada
33260205817741000183550010000454611000789911-nfe.xml,33260205817741000183550010000454611000789911,05817741000183,2026-02-20T15:03:22-03:00,800.00,Ativa
33260205817741000183550010000454621000789943-nfe.xml,33260205817741000183550010000454621000789943,05817741000183,2026-02-20T15:30:31-03:00,2275.00,Ativa
33260205817741000183550010000454631000789959-nfe.xml,33260205817741000183550010000454631000789959,05817741000183,2026-02-20T15:34:55-03:00,1196.00,Ativa
33260205817741000183550010000454641000789964-nfe.xml,33260205817741000183550010000454641000789964,05817741000183,2026-02-20T15:38:49-03:00,676.00,Ativa
33260205817741000183550010000454651000789970-nfe.xml,33260205817741000183550010000454651000789970,05817741000183,2026-02-20T16:09:47-03:00,140.00,Ativa
33260205817741000183550010000454661000789985-nfe.xml,33260205817741000183550010000454661000789985,05817741000183,2026-02-20T16:30:32-03:00,800.00,Ativa
33260205817741000183550010000454671000789990-nfe.xml,33260205817741000183550010000454671000789990,05817741000183,2026-02-20T16:35:10-03:00,350.00,Ativa
33260205817741000183550010000454681000790007-nfe.xml,33260205817741000183550010000454681000790007,05817741000183,2026-02-20T16:53:22-03:00,719.00,Ativa
33260205817741000183550010000454691000790012-can.xml,33260205817741000183550010000454691000790012,05817741000183,,,Cancelada
33260205817741000183550010000454691000790012-nfe.xml,33260205817741000183550010000454691000790012,05817741000183,2026-02-20T17:26:06-03:00,44.00,Ativa
33260205817741000183550010000454701000790021-nfe.xml,33260205817741000183550010000454701000790021,05817741000183,2026-02-20T17:41:26-03:00,44.00,Ativa
33260205817741000183550010000454711000790037-nfe.xml,33260205817741000183550010000454711000790037,05817741000183,2026-02-23T08:40:25-03:00,118.00,Ativa
33260205817741000183550010000454721000790042-nfe.xml,33260205817741000183550010000454721000790042,05817741000183,2026-02-23T09:00:35-03:00,743.00,Ativa
33260205817741000183550010000454731000790058-nfe.xml,33260205817741000183550010000454731000790058,05817741000183,2026-02-23T11:07:21-03:00,7380.00,Ativa
33260205817741000183550010000454741000790063-nfe.xml,33260205817741000183550010000454741000790063,05817741000183,2026-02-23T11:43:46-03:00,2825.00,Ativa
33260205817741000183550010000454751000790079-nfe.xml,33260205817741000183550010000454751000790079,05817741000183,2026-02-23T11:50:30-03:00,2140.00,Ativa
33260205817741000183550010000454761000790084-nfe.xml,33260205817741000183550010000454761000790084,05817741000183,2026-02-23T11:57:29-03:00,346.00,Ativa
33260205817741000183550010000454771000790090-nfe.xml,33260205817741000183550010000454771000790090,05817741000183,2026-02-23T12:01:53-03:00,640.00,Ativa
33260205817741000183550010000454781000790119-nfe.xml,33260205817741000183550010000454781000790119,05817741000183,2026-02-23T12:50:14-03:00,29.74,Ativa
33260205817741000183550010000454791000790124-nfe.xml,33260205817741000183550010000454791000790124,05817741000183,2026-02-23T13:50:32-03:00,334.00,Ativa
33260205817741000183550010000454801000790133-nfe.xml,33260205817741000183550010000454801000790133,05817741000183,2026-02-23T13:51:36-03:00,80.00,Ativa
33260205817741000183550010000454811000790149-nfe.xml,33260205817741000183550010000454811000790149,05817741000183,2026-02-23T13:59:37-03:00,27.00,Ativa
33260205817741000183550010000454821000790154-can.xml,33260205817741000183550010000454821000790154,05817741000183,,,Cancelada
33260205817741000183550010000454821000790154-nfe.xml,33260205817741000183550010000454821000790154,05817741000183,2026-02-23T14:34:27-03:00,194.00,Ativa
33260205817741000183550010000454831000790160-nfe.xml,33260205817741000183550010000454831000790160,05817741000183,2026-02-23T14:38:36-03:00,198.00,Ativa
33260205817741000183550010000454841000790175-nfe.xml,33260205817741000183550010000454841000790175,05817741000183,2026-02-23T14:46:23-03:00,2954.00,Ativa
33260205817741000183550010000454851000790180-can.xml,33260205817741000183550010000454851000790180,05817741000183,,,Cancelada
33260205817741000183550010000454851000790180-nfe.xml,33260205817741000183550010000454851000790180,05817741000183,2026-02-23T14:58:36-03:00,1912.00,Ativa
33260205817741000183550010000454861000790196-nfe.xml,33260205817741000183550010000454861000790196,05817741000183,2026-02-23T15:48:16-03:00,1256.00,Ativa
33260205817741000183550010000454871000790207-nfe.xml,33260205817741000183550010000454871000790207,05817741000183,2026-02-23T15:51:45-03:00,560.00,Ativa
33260205817741000183550010000454881000790212-nfe.xml,33260205817741000183550010000454881000790212,05817741000183,2026-02-23T15:55:00-03:00,202.00,Ativa
33260205817741000183550010000454891000790228-nfe.xml,33260205817741000183550010000454891000790228,05817741000183,2026-02-23T16:47:27-03:00,878.00,Ativa
33260205817741000183550010000454901000790237-nfe.xml,33260205817741000183550010000454901000790237,05817741000183,2026-02-24T08:34:22-03:00,234.00,Ativa
33260205817741000183550010000454911000790242-nfe.xml,33260205817741000183550010000454911000790242,05817741000183,2026-02-24T10:50:58-03:00,97.00,Ativa
33260205817741000183550010000454921000790258-nfe.xml,33260205817741000183550010000454921000790258,05817741000183,2026-02-24T11:10:35-03:00,2714.00,Ativa
33260205817741000183550010000454931000790263-nfe.xml,33260205817741000183550010000454931000790263,05817741000183,2026-02-24T11:15:19-03:00,624.00,Ativa
33260205817741000183550010000454941000790279-nfe.xml,33260205817741000183550010000454941000790279,05817741000183,2026-02-24T11:25:08-03:00,78.00,Ativa
33260205817741000183550010000454951000790284-nfe.xml,33260205817741000183550010000454951000790284,05817741000183,2026-02-24T11:46:24-03:00,3796.00,Ativa
33260205817741000183550010000454961000790290-nfe.xml,33260205817741000183550010000454961000790290,05817741000183,2026-02-24T11:57:59-03:00,719.00,Ativa
33260205817741000183550010000454971000790300-nfe.xml,33260205817741000183550010000454971000790300,05817741000183,2026-02-24T13:50:30-03:00,734.00,Ativa
33260205817741000183550010000454981000790316-nfe.xml,33260205817741000183550010000454981000790316,05817741000183,2026-02-24T14:39:29-03:00,708.00,Ativa
33260205817741000183550010000454991000790321-nfe.xml,33260205817741000183550010000454991000790321,05817741000183,2026-02-24T14:55:06-03:00,397.00,Ativa
33260205817741000183550010000455001000790332-can.xml,33260205817741000183550010000455001000790332,05817741000183,,,Cancelada
33260205817741000183550010000455001000790332-nfe.xml,33260205817741000183550010000455001000790332,05817741000183,2026-02-24T15:19:52-03:00,176.00,Ativa
33260205817741000183550010000455011000790348-nfe.xml,33260205817741000183550010000455011000790348,05817741000183,2026-02-24T15:33:53-03:00,248.00,Ativa
33260205817741000183550010000455021000790353-nfe.xml,33260205817741000183550010000455021000790353,05817741000183,2026-02-24T17:09:11-03:00,3536.00,Ativa
33260205817741000183550010000455031000790369-nfe.xml,33260205817741000183550010000455031000790369,05817741000183,2026-02-24T17:15:35-03:00,850.00,Ativa
33260205817741000183550010000455041000790374-nfe.xml,33260205817741000183550010000455041000790374,05817741000183,2026-02-24T17:38:36-03:00,96.00,Ativa
33260205817741000183550010000455051000790380-nfe.xml,33260205817741000183550010000455051000790380,05817741000183,2026-02-25T08:44:39-03:00,425.00,Ativa
33260205817741000183550010000455061000790409-nfe.xml,33260205817741000183550010000455061000790409,05817741000183,2026-02-25T09:10:33-03:00,1041.00,Ativa
33260205817741000183550010000455071000790414-nfe.xml,33260205817741000183550010000455071000790414,05817741000183,2026-02-25T09:25:18-03:00,3805.00,Ativa
33260205817741000183550010000455081000790420-nfe.xml,33260205817741000183550010000455081000790420,05817741000183,2026-02-25T10:10:25-03:00,330.00,Ativa
33260205817741000183550010000455091000790435-nfe.xml,33260205817741000183550010000455091000790435,05817741000183,2026-02-25T10:19:57-03:00,1094.00,Ativa
33260205817741000183550010000455101000790444-nfe.xml,33260205817741000183550010000455101000790444,05817741000183,2026-02-25T10:24:33-03:00,580.00,Ativa
33260205817741000183550010000455111000790450-nfe.xml,33260205817741000183550010000455111000790450,05817741000183,2026-02-25T10:39:21-03:00,414.00,Ativa
33260205817741000183550010000455121000790465-nfe.xml,33260205817741000183550010000455121000790465,05817741000183,2026-02-25T11:19:43-03:00,2189.00,Ativa
33260205817741000183550010000455131000790470-nfe.xml,33260205817741000183550010000455131000790470,05817741000183,2026-02-25T11:41:14-03:00,373.00,Ativa
33260205817741000183550010000455141000790494-nfe.xml,33260205817741000183550010000455141000790494,05817741000183,2026-02-25T11:59:51-03:00,146.97,Ativa
33260205817741000183550010000455151000790513-nfe.xml,33260205817741000183550010000455151000790513,05817741000183,2026-02-25T13:37:15-03:00,2232.00,Ativa
33260205817741000183550010000455161000790529-nfe.xml,33260205817741000183550010000455161000790529,05817741000183,2026-02-25T14:17:07-03:00,170.00,Ativa
33260205817741000183550010000455171000790534-nfe.xml,33260205817741000183550010000455171000790534,05817741000183,2026-02-25T15:57:45-03:00,300.00,Ativa
